stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Melks\source\repos\Cerebrolab\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79630] removed dtor for sub_bitmap 0000020FF220DF30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79634] removed dtor for sub_bitmap 0000020FF220E120
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79638] removed dtor for sub_bitmap 0000020FF220E6F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79643] removed dtor for sub_bitmap 0000020FF2214CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79647] removed dtor for sub_bitmap 0000020FF2213D70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79652] removed dtor for sub_bitmap 0000020FF2213B80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79656] removed dtor for sub_bitmap 0000020FF2212C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79660] removed dtor for sub_bitmap 0000020FF2212250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79665] removed dtor for sub_bitmap 0000020FF2212630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79669] removed dtor for sub_bitmap 0000020FF2214EE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79673] removed dtor for sub_bitmap 0000020FF22150D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79677] removed dtor for sub_bitmap 0000020FF2213F60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79682] removed dtor for sub_bitmap 0000020FF2214910
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79686] removed dtor for sub_bitmap 0000020FF22152C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79690] removed dtor for sub_bitmap 0000020FF22154B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79694] removed dtor for sub_bitmap 0000020FF2212A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79699] removed dtor for sub_bitmap 0000020FF2212820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79703] removed dtor for sub_bitmap 0000020FF22118A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79707] removed dtor for sub_bitmap 0000020FF2214150
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79712] removed dtor for sub_bitmap 0000020FF2214340
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79716] removed dtor for sub_bitmap 0000020FF2211A90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79721] removed dtor for sub_bitmap 0000020FF2211C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79725] removed dtor for sub_bitmap 0000020FF2212DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79729] removed dtor for sub_bitmap 0000020FF2211E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79734] removed dtor for sub_bitmap 0000020FF2212060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79738] removed dtor for sub_bitmap 0000020FF2214530
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79742] removed dtor for sub_bitmap 0000020FF2214720
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79747] removed dtor for sub_bitmap 0000020FF2214B00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79751] removed dtor for sub_bitmap 0000020FF2212FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79755] removed dtor for sub_bitmap 0000020FF2212440
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79759] removed dtor for sub_bitmap 0000020FF22131D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79764] removed dtor for sub_bitmap 0000020FF22133C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79768] removed dtor for sub_bitmap 0000020FF22135B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79772] removed dtor for sub_bitmap 0000020FF22137A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79776] removed dtor for sub_bitmap 0000020FF2213990
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79781] removed dtor for sub_bitmap 0000020FF221C180
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79785] removed dtor for sub_bitmap 0000020FF2219CB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79789] removed dtor for sub_bitmap 0000020FF221AE20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79794] removed dtor for sub_bitmap 0000020FF22194F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79798] removed dtor for sub_bitmap 0000020FF221C750
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79802] removed dtor for sub_bitmap 0000020FF22196E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79806] removed dtor for sub_bitmap 0000020FF221C940
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79811] removed dtor for sub_bitmap 0000020FF221AA40
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79815] removed dtor for sub_bitmap 0000020FF221AC30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79819] removed dtor for sub_bitmap 0000020FF22198D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79823] removed dtor for sub_bitmap 0000020FF221B5E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79828] removed dtor for sub_bitmap 0000020FF2219AC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79832] removed dtor for sub_bitmap 0000020FF2219EA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79836] removed dtor for sub_bitmap 0000020FF221A850
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79840] removed dtor for sub_bitmap 0000020FF221C560
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79845] removed dtor for sub_bitmap 0000020FF221B7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79849] removed dtor for sub_bitmap 0000020FF221B3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79854] removed dtor for sub_bitmap 0000020FF221A470
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79858] removed dtor for sub_bitmap 0000020FF221C370
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79862] removed dtor for sub_bitmap 0000020FF221A090
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79867] removed dtor for sub_bitmap 0000020FF221CB30
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79871] removed dtor for sub_bitmap 0000020FF221B9C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79875] removed dtor for sub_bitmap 0000020FF221BDA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79879] removed dtor for sub_bitmap 0000020FF221CD20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79884] removed dtor for sub_bitmap 0000020FF2219110
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79888] removed dtor for sub_bitmap 0000020FF2219300
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79892] removed dtor for sub_bitmap 0000020FF221BBB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79896] removed dtor for sub_bitmap 0000020FF221B010
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79901] removed dtor for sub_bitmap 0000020FF221A280
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79905] removed dtor for sub_bitmap 0000020FF221A660
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79909] removed dtor for sub_bitmap 0000020FF221B200
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79913] removed dtor for sub_bitmap 0000020FF221BF90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79918] removed dtor for sub_bitmap 0000020FF22200E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79922] removed dtor for sub_bitmap 0000020FF22221D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79926] removed dtor for sub_bitmap 0000020FF221FB10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79931] removed dtor for sub_bitmap 0000020FF2222990
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79935] removed dtor for sub_bitmap 0000020FF2223150
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79939] removed dtor for sub_bitmap 0000020FF2220E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79943] removed dtor for sub_bitmap 0000020FF22208A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79948] removed dtor for sub_bitmap 0000020FF221F730
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79952] removed dtor for sub_bitmap 0000020FF221F540
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79956] removed dtor for sub_bitmap 0000020FF2222B80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79960] removed dtor for sub_bitmap 0000020FF22225B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79965] removed dtor for sub_bitmap 0000020FF2221060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79969] removed dtor for sub_bitmap 0000020FF2221250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79973] removed dtor for sub_bitmap 0000020FF2220A90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79977] removed dtor for sub_bitmap 0000020FF2221FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79982] removed dtor for sub_bitmap 0000020FF2222D70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79986] removed dtor for sub_bitmap 0000020FF221FD00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79991] removed dtor for sub_bitmap 0000020FF2221630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79995] removed dtor for sub_bitmap 0000020FF221F920
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.79999] removed dtor for sub_bitmap 0000020FF2221A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80003] removed dtor for sub_bitmap 0000020FF2220C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80008] removed dtor for sub_bitmap 0000020FF2221C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80012] removed dtor for sub_bitmap 0000020FF22227A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80016] removed dtor for sub_bitmap 0000020FF22223C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80020] removed dtor for sub_bitmap 0000020FF2221820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80025] removed dtor for sub_bitmap 0000020FF221FEF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80029] removed dtor for sub_bitmap 0000020FF2222F60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80033] removed dtor for sub_bitmap 0000020FF22202D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80037] removed dtor for sub_bitmap 0000020FF22204C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80042] removed dtor for sub_bitmap 0000020FF22206B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80046] removed dtor for sub_bitmap 0000020FF2221DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80050] removed dtor for sub_bitmap 0000020FF2221440
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80057] removed dtor for sub_bitmap 0000020FF22244D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80062] removed dtor for sub_bitmap 0000020FF2225450
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80066] removed dtor for sub_bitmap 0000020FF22246C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80071] removed dtor for sub_bitmap 0000020FF222A5B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80075] removed dtor for sub_bitmap 0000020FF22288A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80079] removed dtor for sub_bitmap 0000020FF2224C90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80083] removed dtor for sub_bitmap 0000020FF2229250
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80088] removed dtor for sub_bitmap 0000020FF2229440
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80092] removed dtor for sub_bitmap 0000020FF2229A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80096] removed dtor for sub_bitmap 0000020FF2228E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80100] removed dtor for sub_bitmap 0000020FF2223930
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80105] removed dtor for sub_bitmap 0000020FF2229C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80109] removed dtor for sub_bitmap 0000020FF22267B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80113] removed dtor for sub_bitmap 0000020FF2229820
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80117] removed dtor for sub_bitmap 0000020FF2229060
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80122] removed dtor for sub_bitmap 0000020FF22248B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80126] removed dtor for sub_bitmap 0000020FF2229DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80131] removed dtor for sub_bitmap 0000020FF2223D10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80135] removed dtor for sub_bitmap 0000020FF2229630
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80139] removed dtor for sub_bitmap 0000020FF22269A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80144] removed dtor for sub_bitmap 0000020FF22263D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80148] removed dtor for sub_bitmap 0000020FF222A3C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80152] removed dtor for sub_bitmap 0000020FF22280E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80156] removed dtor for sub_bitmap 0000020FF2223740
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80161] removed dtor for sub_bitmap 0000020FF222AF60
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80165] removed dtor for sub_bitmap 0000020FF22265C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80169] removed dtor for sub_bitmap 0000020FF2223F00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80173] removed dtor for sub_bitmap 0000020FF22240F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80178] removed dtor for sub_bitmap 0000020FF22242E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80182] removed dtor for sub_bitmap 0000020FF2229FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80186] removed dtor for sub_bitmap 0000020FF222A1D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80190] removed dtor for sub_bitmap 0000020FF2225640
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80195] removed dtor for sub_bitmap 0000020FF2226B90
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80199] removed dtor for sub_bitmap 0000020FF2225070
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80203] removed dtor for sub_bitmap 0000020FF2223B20
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80207] removed dtor for sub_bitmap 0000020FF2225C10
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80212] removed dtor for sub_bitmap 0000020FF2227EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80216] removed dtor for sub_bitmap 0000020FF2224AA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80220] removed dtor for sub_bitmap 0000020FF2226D80
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80224] removed dtor for sub_bitmap 0000020FF222A7A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80228] removed dtor for sub_bitmap 0000020FF2227D00
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80233] removed dtor for sub_bitmap 0000020FF222A990
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.80238] removed dtor for bitmap 0000020FED60E930
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [   1.80252] destroying display 0000020FED57A460 (current 0000000000000000)
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [   1.80563] waiting for display 0000020FED57A460's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [   1.81361] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [   1.81737] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.81859] removed dtor for queue 0000020FED581A00
dtor     D               dtor.c:116  _al_run_destructors              [   1.81869] calling dtor for timer 0000020FED5A1670, func 00007FFDACBF1050
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.81876] removed dtor for timer 0000020FED5A1670
